comic_id,A1Q1,A1Q2,A1Q3,A1Q4,A1Q5,A2Q1,A2Q2,A2Q3,A2Q4,A2Q5,A3Q1,A3Q2,A3Q3,A3Q4,A3Q5,A4Q1,A4Q2,A4Q3,A4Q4,A4Q5,A5Q1,A5Q2,A5Q3,A5Q4,A5Q5,A6Q1,A6Q2,A6Q3,A6Q4,A6Q5,A7Q1,A7Q2,A7Q3,A7Q4,A7Q5,A8Q1,A8Q2,A8Q3,A8Q4,A8Q5,A9Q1,A9Q2,A9Q3,A9Q4,A9Q5,A10Q1,A10Q2,A10Q3,A10Q4,A10Q5,A11Q1,A11Q2,A11Q3,A11Q4,A11Q5,A12Q1,A12Q2,A12Q3,A12Q4,A12Q5
xkcd_2025,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Silliness'],['Yes'],['Absent'],['1'],['Text'],['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_2064,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Silliness'],['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Exaggeration', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_2104,['Yes'],['Absent'],['3'],"['Text', 'Visual']",['Silliness'],['Yes'],['Absent'],['3'],['Text'],['Pun'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['3'],['Text'],"['Silliness', 'Pun']",,,,,
xkcd_2131,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['1'],['Visual'],['Silliness'],,,,,,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_2154,['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Surprise'],['Yes'],['Absent'],['2'],['Text'],['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],"['Sarcasm', 'Surprise']",,,,,
xkcd_2174,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Silliness', 'Surprise']",['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_2216,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Sarcasm'],['Yes'],['Absent'],['1'],['Text'],['Sarcasm'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_2284,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Silliness'],['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_2300,['Yes'],['Absent'],['3'],['Text'],"['Sarcasm', 'Silliness']",['Yes'],['Absent'],['3'],['Text'],['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_2316,['Yes'],"['Present, contribute']",['3'],['Text'],"['Silliness', 'Surprise']",['Yes'],"['Present, contribute']",['3'],['Text'],['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_2341,['Yes'],['Absent'],['2'],['Text'],"['Exaggeration', 'Surprise']",['Yes'],['Absent'],['2'],['Text'],"['Exaggeration', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_2371,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Comparison', 'Silliness']",['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Exaggeration', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_2393,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Silliness'],['Yes'],['Absent'],['1'],['Text'],['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_2429,['Yes'],['Absent'],['2'],['Text'],"['Silliness', 'Surprise']",['Yes'],['Absent'],['2'],['Text'],['Exaggeration'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],"['Silliness', 'Surprise']",,,,,
xkcd_2481,['Yes'],['Absent'],['1'],['Text'],"['Silliness', 'Surprise']",['Yes'],['Absent'],['1'],['Text'],['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_2591,['Yes'],['Absent'],['1'],['Text'],['Exaggeration'],['Yes'],['Absent'],['1'],['Text'],['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Sarcasm', 'Silliness']",,,,,
xkcd_2603,['Yes'],"['Present, contribute']",['2'],"['Text', 'Visual']","['Comparison', 'Silliness', 'Surprise']",['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['2'],"['Text', 'Visual']",['Silliness'],,,,,
xkcd_2631,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Exaggeration'],['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Comparison', 'Silliness']",,,,,
xkcd_2713,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Exaggeration'],['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Exaggeration'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_2734,['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Silliness', 'Surprise']",['Yes'],['Absent'],['2'],['Text'],['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_2797,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Sarcasm', 'Surprise']",['Yes'],['Absent'],['3'],['Text'],['Sarcasm'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_2859,['Yes'],"['Present, contribute']",['1'],"['Text', 'Visual']",['Silliness'],['Yes'],"['Present, contribute']",['1'],"['Text', 'Visual']",['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_2921,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Exaggeration', 'Sarcasm']",['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_2961,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Surprise'],['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Exaggeration', 'Silliness', 'Surprise']",,,,,
they_can_talk_1,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['1'],['Visual'],"['Personification', 'Silliness', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_5,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Sarcasm']",['Yes'],['Absent'],['1'],['Text'],['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_9,['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Personification', 'Silliness', 'Surprise']",['Yes'],['Absent'],['2'],['Text'],['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_13,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_17,['Yes'],['Absent'],['4'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['4'],['Visual'],"['Personification', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_21,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Personification'],['Yes'],['Absent'],['1'],['Visual'],['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_26,['Yes'],['Absent'],['1'],['Text'],['Surprise'],['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Surprise'],,,,,
they_can_talk_30,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['3'],['Visual'],"['Personification', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_34,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Personification', 'Silliness', 'Surprise']",['Yes'],['Absent'],['3'],['Visual'],"['Personification', 'Exaggeration', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_40,['Yes'],['Absent'],['2'],['Text'],"['Personification', 'Silliness', 'Surprise']",['Yes'],['Absent'],['2'],['Text'],"['Personification', 'Pun']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_45,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['1'],['Text'],['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_49,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['3'],['Text'],"['Personification', 'Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_53,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Sarcasm', 'Surprise']",['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Sarcasm', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_57,['Yes'],"['Present, contribute']",['1'],"['Text', 'Visual']","['Personification', 'Silliness']",['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['1'],"['Text', 'Visual']","['Silliness', 'Personification']",,,,,
they_can_talk_61,['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Personification', 'Silliness']",['Yes'],['Absent'],['2'],['Text'],['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_67,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Personification', 'Exaggeration']",['Yes'],['Absent'],['3'],['Text'],"['Personification', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_72,['Yes'],['Absent'],['4'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['3'],['Visual'],['Personification'],,,,,,,,,,,,,,,,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Personification', 'Exaggeration', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_76,['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Personification', 'Silliness']",['Yes'],['Absent'],['2'],['Text'],['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_80,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['3'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Personification'],,,,,
they_can_talk_84,['Yes'],"['Present, contribute']",['3'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Personification', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['3'],"['Text', 'Visual']","['Personification', 'Surprise']",,,,,
they_can_talk_88,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['3'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_94,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Personification', 'Silliness']",['Yes'],['Absent'],['3'],['Text'],['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_98,['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['2'],['Text'],['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_102,['Yes'],['Absent'],['4'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['4'],['Text'],['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_106,['Yes'],['Absent'],['4'],"['Text', 'Visual']","['Personification', 'Silliness']",['Yes'],['Absent'],['4'],['Text'],"['Personification', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_110,['Yes'],['Absent'],['4'],"['Text', 'Visual']","['Personification', 'Silliness']",['Yes'],['Absent'],['4'],['Text'],"['Personification', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_114,['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Personification', 'Silliness']",['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_119,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_123,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Personification', 'Silliness']",['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Personification', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_127,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Comparison', 'Personification']",['Yes'],['Absent'],['3'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_131,['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_135,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Sarcasm']",['Yes'],['Absent'],['1'],['Visual'],"['Personification', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_140,['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Personification', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_144,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['3'],['Visual'],['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_148,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['3'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_152,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Personification'],['Yes'],['Absent'],['1'],['Text'],"['Personification', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_156,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Personification', 'Silliness', 'Surprise']",['Yes'],['Absent'],['3'],['Visual'],['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_160,['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Personification', 'Silliness']",['Yes'],['Absent'],['2'],['Visual'],"['Personification', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_164,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Personification', 'Silliness']",['Yes'],['Absent'],['3'],['Text'],"['Personification', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_168,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Exaggeration', 'Surprise']",['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Comparison', 'Personification']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Exaggeration', 'Personification']",,,,,
they_can_talk_172,['Yes'],"['Present, contribute']",['4'],"['Text', 'Visual']",['Surprise'],['Yes'],"['Present, contribute']",['4'],['Visual'],"['Personification', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_177,['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Personification'],['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_181,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Personification'],['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_185,['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Personification', 'Silliness', 'Surprise']",['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Personification', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_189,['Yes'],['Absent'],['4'],"['Text', 'Visual']","['Personification', 'Silliness']",['Yes'],['Absent'],['4'],"['Text', 'Visual']","['Personification', 'Exaggeration', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_193,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['1'],['Visual'],"['Personification', 'Silliness', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_198,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Sarcasm']",['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Personification', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Exaggeration', 'Personification']",,,,,
they_can_talk_202,['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Personification', 'Exaggeration']",['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Personification', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_206,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Comparison', 'Personification', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_210,['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Personification'],['Yes'],['Absent'],['2'],['Text'],['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_215,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Comparison', 'Personification']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_220,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Personification'],['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_224,['Yes'],['Absent'],['4'],"['Text', 'Visual']",['Personification'],['Yes'],['Absent'],['4'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_228,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Silliness']",['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_232,['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Personification'],['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Comparison', 'Personification']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_236,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Silliness']",['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_240,['Yes'],['Absent'],['4'],"['Text', 'Visual']",['Surprise'],['Yes'],['Absent'],['4'],"['Text', 'Visual']","['Personification', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['4'],"['Text', 'Visual']","['Exaggeration', 'Personification', 'Surprise']",,,,,
they_can_talk_244,['Yes'],['Absent'],['3'],"['Text', 'Visual']",['Personification'],['Yes'],['Absent'],['3'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_248,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Personification'],['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_253,['Yes'],['Absent'],['2'],['Visual'],['Surprise'],['Yes'],['Absent'],['2'],['Visual'],['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],['Visual'],"['Personification', 'Surprise']",,,,,
they_can_talk_257,['Yes'],"['Present, contribute']",['1'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],"['Present, contribute']",['1'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_261,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Exaggeration']",['Yes'],['Absent'],['1'],['Visual'],"['Personification', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_266,['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Surprise'],['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Personification', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_270,['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Personification'],['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_274,['Yes'],['Absent'],['4'],"['Text', 'Visual']","['Personification', 'Surprise']",['Yes'],['Absent'],['4'],['Visual'],"['Personification', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_278,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Personification'],['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_282,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Personification'],['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_287,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Silliness']",['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_291,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Personification'],['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Pun']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_295,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Sarcasm']",['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Pun']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_299,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Silliness']",['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_303,['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Personification', 'Silliness']",['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they_can_talk_307,['Yes'],"['Present, do not contribute']",['4'],"['Text', 'Visual']",['Personification'],['Yes'],"['Present, contribute']",['4'],"['Text', 'Visual']",['Personification'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['4'],"['Text', 'Visual']",['Personification'],,,,,
