comic_id,Q1,Q2,Q3,Q4,Q5
garfield_3889,['Yes'],['Absent'],['3'],['Text'],['Surprise']
garfield_3894,['Yes'],['Absent'],['2'],['Text'],['Silliness']
garfield_3908,['Yes'],['Absent'],['2'],['Text'],['Sarcasm']
garfield_3959,['Yes'],"['Present, contribute']",['2'],['Text'],"['Personification', 'Sarcasm']"
garfield_3961,['Yes'],['Absent'],['2'],['Text'],['Silliness']
garfield_3977,['Yes'],['Absent'],['2'],['Both'],['Exaggeration']
garfield_3984,['Yes'],"['Present, do not contribute']",['3'],['Both'],['Sarcasm']
garfield_3985,['Yes'],"['Present, do not contribute']",['2'],['Both'],['Personification']
garfield_3991,['Yes'],['Absent'],['3'],['Text'],"['Surprise', 'Sarcasm']"
garfield_4007,['Yes'],['Absent'],['4'],['Both'],['Surprise']
garfield_4010,['Yes'],['Absent'],['3'],['Text'],"['Personification', 'Sarcasm']"
garfield_4034,['Yes'],['Absent'],['3'],['Visual'],['Exaggeration']
garfield_4045,['Yes'],"['Present, contribute']",['3'],['Text'],['Silliness']
garfield_4066,['Yes'],['Absent'],['2'],['Both'],['Personification']
garfield_4070,['Yes'],"['Present, contribute']",['3'],['Both'],['Personification']
garfield_4086,['Yes'],"['Present, contribute']",['2'],['Text'],['Sarcasm']
garfield_4092,['Yes'],"['Present, contribute']",['1'],['Text'],"['Personification', 'Surprise']"
garfield_4107,['Yes'],"['Present, contribute']",['1'],['Both'],['Exaggeration']
garfield_4109,['Yes'],['Absent'],['1'],['Both'],['Comparison']
garfield_4111,['Yes'],"['Present, contribute']",['2'],['Text'],"['Personification', 'Pun']"
garfield_4122,['Yes'],"['Present, contribute']",['3'],['Text'],"['Comparison', 'Personification']"
garfield_4128,['Yes'],['Absent'],['2'],['Text'],['Silliness']
garfield_4130,['Yes'],['Absent'],['2'],['Both'],['Personification']
garfield_4133,['Yes'],"['Present, contribute']",['5'],['Visual'],['Personification']
garfield_4142,['Yes'],['Absent'],['2'],['Text'],['Surprise']
garfield_4157,['Yes'],"['Present, contribute']",['3'],['Both'],['Personification']
garfield_4160,['Yes'],['Absent'],['3'],['Text'],['Personification']
garfield_4197,['Yes'],['Absent'],['1'],['Text'],"['Personification', 'Exaggeration', 'Sarcasm']"
garfield_4202,['Yes'],['Absent'],['2'],['Text'],['Pun']
garfield_4240,['Yes'],['Absent'],['3'],['Both'],"['Silliness', 'Surprise']"
garfield_4243,['Yes'],"['Present, contribute']",['1'],['Both'],['Surprise']
garfield_4250,['Yes'],['Absent'],['2'],['Text'],"['Personification', 'Silliness']"
garfield_4269,['Yes'],['Absent'],['1'],['Text'],"['Personification', 'Exaggeration', 'Silliness']"
garfield_4275,['Yes'],['Absent'],['2'],['Visual'],['Surprise']
garfield_4289,['Yes'],"['Present, contribute']",['1'],['Visual'],"['Personification', 'Exaggeration']"
garfield_4291,['Yes'],['Absent'],['3'],['Text'],['Sarcasm']
garfield_4299,['Yes'],['Absent'],['1'],['Text'],"['Silliness', 'Surprise']"
garfield_4305,['Yes'],['Absent'],['3'],['Text'],['Sarcasm']
garfield_4313,['Yes'],['Absent'],['3'],['Text'],"['Personification', 'Sarcasm']"
garfield_4327,['Yes'],"['Present, contribute']",['3'],['Text'],"['Surprise', 'Exaggeration']"
garfield_4335,['Yes'],['Absent'],['1'],['Both'],['Personification']
garfield_4337,['Yes'],['Absent'],['3'],['Text'],['Sarcasm']
garfield_4348,['Yes'],['Absent'],['3'],['Both'],['Silliness']
garfield_4352,['Yes'],['Absent'],['2'],['Visual'],"['Personification', 'Silliness']"
garfield_4362,['Yes'],['Absent'],['1'],['Text'],['Personification']
garfield_4395,['Yes'],['Absent'],['3'],['Text'],['Silliness']
garfield_4398,['Yes'],['Absent'],['1'],['Both'],['Surprise']
garfield_4410,['Yes'],['Absent'],['1'],['Text'],"['Personification', 'Sarcasm']"
garfield_4449,['Yes'],"['Present, contribute']",['1'],['Text'],"['Personification', 'Exaggeration', 'Surprise']"
garfield_4450,['Yes'],['Absent'],['1'],['Both'],['Silliness']
garfield_4461,['Yes'],['Absent'],['3'],['Both'],['Sarcasm']
garfield_4465,['Yes'],['Absent'],['2'],['Visual'],['Silliness']
garfield_4479,['Yes'],['Absent'],['3'],['Text'],"['Personification', 'Surprise']"
garfield_4482,['Yes'],['Absent'],['3'],['Text'],"['Surprise', 'Silliness']"
garfield_4506,['Yes'],['Absent'],['1'],['Text'],['Sarcasm']
garfield_4512,['Yes'],['Absent'],['1'],['Visual'],['Personification']
garfield_4516,['Yes'],['Absent'],['2'],['Text'],"['Silliness', 'Surprise']"
garfield_4542,['Yes'],"['Present, contribute']",['2'],['Text'],['Silliness']
garfield_4557,['Yes'],['Absent'],['2'],['Both'],['Silliness']
garfield_4570,['Yes'],"['Present, contribute']",['1'],['Visual'],"['Personification', 'Silliness']"
garfield_4583,['Yes'],"['Present, do not contribute']",['2'],['Both'],['Personification']
garfield_4630,['Yes'],"['Present, contribute']",['3'],['Both'],['Exaggeration']
garfield_4631,['Yes'],['Absent'],['1'],['Text'],"['Personification', 'Pun']"
garfield_4650,['Yes'],['Absent'],['3'],['Both'],['Personification']
garfield_4657,['Yes'],['Absent'],['1'],['Text'],['Personification']
garfield_4658,['Yes'],['Absent'],['6'],['Visual'],['Exaggeration']
garfield_4717,['Yes'],['Absent'],['2'],['Text'],['Sarcasm']
garfield_4719,['Yes'],"['Present, do not contribute']",['2'],['Text'],"['Personification', 'Silliness']"
garfield_4720,['Yes'],['Absent'],['3'],['Both'],['Personification']
garfield_4723,['Yes'],['Absent'],['2'],['Text'],['Exaggeration']
garfield_4725,['Yes'],['Absent'],['1'],['Text'],"['Silliness', 'Surprise']"
garfield_4731,['Yes'],['Absent'],['2'],['Both'],['Personification']
garfield_4735,['Yes'],"['Present, contribute']",['1'],['Text'],['Exaggeration']
garfield_4738,['Yes'],"['Present, contribute']",['3'],['Both'],"['Exaggeration', 'Silliness']"
garfield_4762,['Yes'],['Absent'],['2'],['Text'],['Surprise']
garfield_4764,['Yes'],['Absent'],['2'],['Both'],['Personification']
garfield_4774,['Yes'],"['Present, contribute']",['3'],['Visual'],"['Personification', 'Exaggeration']"
garfield_4784,['Yes'],['Absent'],['1'],['Both'],['Silliness']
garfield_4792,['Yes'],['Absent'],['2'],['Text'],['Comparison']
garfield_4808,['Yes'],"['Present, contribute']",['2'],['Text'],"['Personification', 'Silliness']"
garfield_4819,['Yes'],"['Present, contribute']",['3'],['Text'],['Personification']
garfield_4825,['Yes'],['Absent'],['1'],['Both'],['Exaggeration']
garfield_4886,['Yes'],['Absent'],['2'],['Text'],['Personification']
garfield_4892,['Yes'],"['Present, contribute']",['3'],['Text'],['Personification']
garfield_4926,['Yes'],['Absent'],['3'],['Text'],"['Personification', 'Surprise']"
garfield_4929,['Yes'],['Absent'],['3'],['Both'],"['Sarcasm', 'Silliness']"
garfield_4931,['Yes'],['Absent'],['5'],['Both'],['Surprise']
garfield_4949,['Yes'],"['Present, contribute']",['1'],['Text'],"['Personification', 'Silliness']"
garfield_4983,['Yes'],"['Present, contribute']",['3'],['Text'],['Exaggeration']
garfield_5018,['Yes'],['Absent'],['3'],['Both'],['Sarcasm']
garfield_5055,['Yes'],['Absent'],['1'],['Text'],['Silliness']
garfield_5086,['Yes'],['Absent'],['2'],['Text'],['Personification']
garfield_5094,['Yes'],['Absent'],['2'],['Text'],['Surprise']
garfield_5105,['Yes'],['Absent'],['3'],['Text'],['Silliness']
garfield_5106,['Yes'],['Absent'],['6'],['Visual'],['Surprise']
garfield_5109,['Yes'],['Absent'],['1'],['Both'],['Personification']
garfield_5139,['Yes'],['Absent'],['1'],['Text'],['Personification']
garfield_5141,['Yes'],['Absent'],['2'],['Visual'],['Silliness']
garfield_5143,['Yes'],['Absent'],['3'],['Text'],['Sarcasm']
garfield_5195,['Yes'],"['Present, contribute']",['3'],['Both'],"['Personification', 'Sarcasm']"
garfield_5199,['Yes'],['Absent'],['2'],['Both'],['Surprise']
garfield_5204,['Yes'],['Absent'],['2'],['Visual'],"['Exaggeration', 'Sarcasm', 'Silliness']"
garfield_5241,['Yes'],['Absent'],['1'],['Text'],"['Surprise', 'Personification']"
garfield_5245,['Yes'],['Absent'],['2'],['Visual'],"['Personification', 'Exaggeration']"
garfield_5256,['Yes'],"['Present, contribute']",['1'],['Text'],['Surprise']
garfield_5271,['Yes'],"['Present, contribute']",['1'],['Both'],['Sarcasm']
garfield_5293,['Yes'],['Absent'],['1'],['Text'],['Surprise']
garfield_5299,['Yes'],"['Present, contribute']",['1'],['Text'],"['Personification', 'Silliness']"
garfield_5302,['Yes'],"['Present, contribute']",['4'],['Both'],"['Exaggeration', 'Surprise']"
garfield_5306,['Yes'],"['Present, contribute']",['1'],['Text'],"['Personification', 'Exaggeration']"
garfield_5321,['Yes'],"['Present, contribute']",['1'],['Both'],"['Personification', 'Sarcasm']"
garfield_5336,['Yes'],['Absent'],['2'],['Text'],['Personification']
garfield_5345,['Yes'],['Absent'],['2'],['Text'],['Personification']
peanuts_1,['Yes'],['Absent'],['3'],['Text'],['Exaggeration']
peanuts_4,['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Sarcasm']"
peanuts_46,['Yes'],['Absent'],['4'],['Text'],['Pun']
peanuts_50,['Yes'],['Absent'],['3'],['Text'],['Personification']
peanuts_62,['Yes'],['Absent'],['1'],['Text'],['Surprise']
peanuts_72,['Yes'],['Absent'],['4'],['Both'],['Exaggeration']
peanuts_112,['Yes'],['Absent'],['1'],['Both'],"['Personification', 'Sarcasm']"
peanuts_116,['Yes'],['Absent'],['1'],['Text'],"['Comparison', 'Personification']"
peanuts_120,['Yes'],['Absent'],['4'],['Text'],['Personification']
peanuts_121,['Yes'],"['Present, contribute']",['1'],['Visual'],['Exaggeration']
peanuts_137,['Yes'],"['Present, contribute']",['4'],['Both'],"['Personification', 'Silliness']"
peanuts_149,['Yes'],['Absent'],['1'],['Both'],['Comparison']
peanuts_152,['Yes'],['Absent'],['3'],['Text'],['Exaggeration']
peanuts_154,['Yes'],"['Present, contribute']",['3'],['Both'],['Silliness']
peanuts_168,['Yes'],['Absent'],['3'],['Text'],['Exaggeration']
peanuts_169,['Yes'],['Absent'],['2'],['Text'],['Comparison']
peanuts_181,['Yes'],['Absent'],['2'],['Text'],"['Exaggeration', 'Silliness']"
peanuts_182,['Yes'],['Absent'],['1'],['Text'],['Surprise']
peanuts_200,['Yes'],['Absent'],['2'],['Text'],['Sarcasm']
peanuts_203,['Yes'],['Absent'],['3'],['Text'],['Personification']
peanuts_208,['Yes'],"['Present, contribute']",['2'],['Both'],"['Exaggeration', 'Silliness']"
peanuts_220,['Yes'],"['Present, contribute']",['10'],['Both'],['Surprise']
peanuts_265,['Yes'],"['Present, contribute']",['4'],['Text'],['Surprise']
peanuts_274,['Yes'],['Absent'],['2'],['Text'],['Silliness']
peanuts_282,['Yes'],['Absent'],['4'],['Text'],['Personification']
peanuts_290,['Yes'],['Absent'],['5'],['Both'],['Silliness']
peanuts_299,['Yes'],['Absent'],['4'],['Text'],['Silliness']
peanuts_324,['Yes'],['Absent'],['4'],['Text'],['Personification']
peanuts_325,['Yes'],['Absent'],['2'],['Visual'],['Silliness']
peanuts_339,['Yes'],['Absent'],['7'],['Both'],['Surprise']
peanuts_345,['Yes'],"['Present, contribute']",['2'],['Text'],['Surprise']
peanuts_384,['Yes'],['Absent'],['1'],['Visual'],['Dark']
peanuts_417,['Yes'],['Absent'],['3'],['Both'],['Silliness']
peanuts_418,['Yes'],['Absent'],['2'],['Text'],['Surprise']
peanuts_422,['Yes'],['Absent'],['4'],['Both'],['Personification']
peanuts_432,['Yes'],['Absent'],['1'],['Both'],['Exaggeration']
peanuts_437,['Yes'],"['Present, contribute']",['5'],['Text'],['Personification']
peanuts_439,['Yes'],['Absent'],['3'],['Text'],"['Sarcasm', 'Surprise']"
peanuts_441,['Yes'],['Absent'],['4'],['Text'],['Sarcasm']
peanuts_461,['Yes'],['Absent'],['3'],['Both'],['Personification']
peanuts_477,['Yes'],['Absent'],['4'],['Text'],['Sarcasm']
peanuts_478,['Yes'],['Absent'],['3'],['Text'],['Surprise']
peanuts_479,['Yes'],"['Present, contribute']",['6'],['Both'],['Surprise']
peanuts_485,['Yes'],['Absent'],['4'],['Text'],"['Exaggeration', 'Sarcasm']"
peanuts_496,['Yes'],['Absent'],['2'],['Text'],['Exaggeration']
peanuts_503,['Yes'],['Absent'],['2'],['Text'],['Surprise']
peanuts_553,['Yes'],['Absent'],['4'],['Text'],['Silliness']
peanuts_557,['Yes'],['Absent'],['1'],['Both'],['Exaggeration']
peanuts_587,['Yes'],['Absent'],['2'],['Text'],['Silliness']
peanuts_611,['Yes'],['Absent'],['1'],['Both'],"['Sarcasm', 'Exaggeration', 'Surprise']"
peanuts_634,['Yes'],['Absent'],['2'],['Text'],['Pun']
peanuts_652,['Yes'],['Absent'],['3'],['Both'],['Personification']
peanuts_653,['Yes'],['Absent'],['1'],['Text'],['Silliness']
peanuts_663,['Yes'],['Absent'],['3'],['Text'],['Personification']
peanuts_664,['Yes'],['Absent'],['3'],['Text'],['Silliness']
peanuts_699,['Yes'],['Absent'],['1'],['Both'],['Exaggeration']
peanuts_726,['Yes'],['Absent'],['1'],['Visual'],['Silliness']
peanuts_757,['Yes'],['Absent'],['3'],['Both'],['Personification']
peanuts_764,['Yes'],['Absent'],['2'],['Text'],['Personification']
peanuts_772,['Yes'],['Absent'],['1'],['Text'],['Comparison']
peanuts_790,['Yes'],['Absent'],['1'],['Text'],['Exaggeration']
peanuts_807,['Yes'],"['Present, contribute']",['4'],['Both'],['Surprise']
peanuts_817,['Yes'],['Absent'],['1'],['Both'],['Surprise']
peanuts_867,['Yes'],['Absent'],['4'],['Visual'],['Surprise']
peanuts_897,['Yes'],['Absent'],['4'],['Text'],['Surprise']
peanuts_918,['Yes'],['Absent'],['1'],['Both'],['Exaggeration']
peanuts_931,['Yes'],['Absent'],['1'],['Text'],['Exaggeration']
peanuts_932,['Yes'],['Absent'],['3'],['Text'],['Exaggeration']
peanuts_942,['Yes'],"['Present, contribute']",['4'],['Text'],"['Silliness', 'Exaggeration']"
peanuts_943,['Yes'],"['Present, contribute']",['1'],['Both'],['Exaggeration']
peanuts_966,['Yes'],['Absent'],['1'],['Text'],['Silliness']
peanuts_968,['No'],['Absent'],['NA'],['NA'],['NA']
peanuts_969,['Yes'],['Absent'],['4'],['Text'],['Exaggeration']
peanuts_974,['Yes'],['Absent'],['3'],['Both'],['Exaggeration']
peanuts_981,['Yes'],['Absent'],['2'],['Visual'],"['Surprise', 'Exaggeration']"
peanuts_984,['Yes'],['Absent'],['3'],['Text'],"['Exaggeration', 'Surprise']"
peanuts_1013,['Yes'],['Absent'],['4'],['Both'],['Exaggeration']
peanuts_1027,['Yes'],['Absent'],['2'],['Text'],['Sarcasm']
peanuts_1050,['Yes'],['Absent'],['3'],['Both'],"['Personification', 'Silliness']"
peanuts_1071,['Yes'],['Absent'],['4'],['Text'],"['Exaggeration', 'Surprise']"
peanuts_1079,['Yes'],['Absent'],['1'],['Text'],['Silliness']
peanuts_1119,['Yes'],['Absent'],['4'],['Text'],['Personification']
peanuts_1129,['Yes'],['Absent'],['3'],['Text'],"['Silliness', 'Personification', 'Pun']"
peanuts_1131,['Yes'],['Absent'],['2'],['Text'],"['Silliness', 'Exaggeration']"
peanuts_1139,['Yes'],['Absent'],['4'],['Text'],['Silliness']
peanuts_1168,['Yes'],['Absent'],['3'],['Text'],['Exaggeration']
peanuts_1220,['Yes'],"['Present, contribute']",['3'],['Both'],['Silliness']
peanuts_1229,['No'],['Absent'],['NA'],['NA'],['NA']
peanuts_1241,['Yes'],"['Present, contribute']",['4'],['Text'],['Silliness']
peanuts_1270,['Yes'],"['Present, contribute']",['1'],['Both'],"['Exaggeration', 'Surprise']"
peanuts_1272,['Yes'],['Absent'],['2'],['Visual'],['Surprise']
peanuts_1278,['Yes'],['Absent'],['2'],['Both'],['Surprise']
peanuts_1282,['Yes'],['Absent'],['4'],['Visual'],"['Exaggeration', 'Silliness']"
peanuts_1283,['Yes'],['Absent'],['1'],['Both'],['Surprise']
peanuts_1311,['Yes'],"['Present, contribute']",['2'],['Both'],['Surprise']
peanuts_1334,['Yes'],['Absent'],['4'],['Text'],"['Personification', 'Surprise']"
peanuts_1337,['Yes'],"['Present, do not contribute']",['3'],['Text'],['Exaggeration']
peanuts_1349,['Yes'],['Absent'],['4'],['Text'],['Exaggeration']
peanuts_1364,['Yes'],['Absent'],['1'],['Both'],['Silliness']
peanuts_1397,['Yes'],['Absent'],['2'],['Both'],['Surprise']
peanuts_1417,['Yes'],['Absent'],['3'],['Text'],['Exaggeration']
peanuts_1424,['Yes'],"['Present, contribute']",['4'],['Both'],"['Personification', 'Exaggeration']"
peanuts_1434,['Yes'],['Absent'],['4'],['Text'],['Silliness']
peanuts_1453,['Yes'],['Absent'],['2'],['Visual'],['Comparison']
peanuts_1466,['Yes'],['Absent'],['7'],['Text'],['Exaggeration']
peanuts_1468,['Yes'],['Absent'],['2'],['Both'],"['Personification', 'Exaggeration']"
peanuts_1472,['Yes'],['Absent'],['3'],['Text'],['Personification']
peanuts_1493,['Yes'],['Absent'],['3'],['Text'],['Surprise']
peanuts_1513,['Yes'],['Absent'],['1'],['Text'],['Silliness']
peanuts_1515,['Yes'],"['Present, contribute']",['9'],['Both'],['Exaggeration']
peanuts_1545,['Yes'],['Absent'],['4'],['Both'],['Silliness']
peanuts_1548,['Yes'],['Absent'],['4'],['Text'],['Surprise']
peanuts_1581,['Yes'],"['Present, contribute']",['1'],['Text'],['Comparison']
peanuts_1592,['Yes'],"['Present, contribute']",['3'],['Both'],['Exaggeration']
peanuts_1600,['Yes'],"['Present, contribute']",['2'],['Text'],['Silliness']
peanuts_1611,['No'],['Absent'],['NA'],['NA'],['NA']
peanuts_1622,['Yes'],['Absent'],['1'],['Text'],"['Silliness', 'Exaggeration']"
peanuts_1654,['Yes'],['Absent'],['4'],['Text'],['Surprise']
peanuts_1665,['Yes'],['Absent'],['3'],['Text'],['Silliness']
peanuts_1722,['Yes'],['Absent'],['4'],['Text'],['Surprise']
peanuts_1723,['Yes'],['Absent'],['1'],['Text'],['Silliness']
peanuts_1746,['Yes'],['Absent'],['3'],['Both'],"['Exaggeration', 'Surprise']"
peanuts_1759,['Yes'],['Absent'],['1'],['Text'],['Silliness']
peanuts_1797,['Yes'],['Absent'],['3'],['Text'],['Personification']
peanuts_1888,['Yes'],['Absent'],['2'],['Text'],['Surprise']
peanuts_1898,['Yes'],"['Present, contribute']",['3'],['Both'],['Exaggeration']
peanuts_1899,['Yes'],"['Present, contribute']",['3'],['Visual'],['Surprise']
peanuts_1920,['Yes'],['Absent'],['2'],['Text'],['Surprise']
peanuts_1926,['Yes'],['Absent'],['1'],['Visual'],"['Silliness', 'Personification']"
peanuts_1934,['Yes'],['Absent'],['4'],['Text'],['Personification']
peanuts_1946,['Yes'],['Absent'],['2'],['Both'],['Personification']
peanuts_1951,['No'],['Absent'],['NA'],['NA'],['NA']
peanuts_1956,['Yes'],"['Present, contribute']",['1'],['Text'],"['Silliness', 'Personification']"
peanuts_1967,['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Silliness']"
peanuts_1970,['Yes'],['Absent'],['9'],['Text'],['Exaggeration']
peanuts_1993,['Yes'],['Absent'],['1'],['Text'],['Surprise']
peanuts_2008,['Yes'],"['Present, contribute']",['2'],['Visual'],"['Exaggeration', 'Surprise']"
peanuts_2028,['Yes'],"['Present, contribute']",['3'],['Both'],['Exaggeration']
peanuts_2043,['Yes'],"['Present, contribute']",['1'],['Text'],['Personification']
peanuts_2071,['Yes'],['Absent'],['4'],['Text'],['Sarcasm']
peanuts_2077,['Yes'],['Absent'],['3'],['Text'],"['Exaggeration', 'Sarcasm']"
peanuts_2102,['Yes'],['Absent'],['3'],['Text'],['Surprise']
peanuts_2106,['Yes'],['Absent'],['2'],['Both'],['Personification']
peanuts_2116,['Yes'],['Absent'],['4'],['Text'],['Surprise']
peanuts_2124,['Yes'],['Absent'],['2'],['Both'],['Silliness']
peanuts_2139,['Yes'],['Absent'],['2'],['Both'],['Personification']
peanuts_2145,['Yes'],"['Present, contribute']",['4'],['Both'],"['Personification', 'Silliness']"
peanuts_2147,['Yes'],['Absent'],['4'],['Visual'],['Personification']
peanuts_2148,['Yes'],['Absent'],['1'],['Text'],['Exaggeration']
peanuts_2168,['Yes'],"['Present, contribute']",['3'],['Both'],['Surprise']
peanuts_2187,['Yes'],"['Present, contribute']",['7'],['Both'],['Silliness']
peanuts_2188,['Yes'],['Absent'],['3'],['Text'],['Personification']
peanuts_2215,['Yes'],['Absent'],['7'],['Text'],['Silliness']
peanuts_2218,['Yes'],"['Present, contribute']",['4'],['Both'],['Comparison']
peanuts_2237,['Yes'],"['Present, contribute']",['2'],['Both'],['Silliness']
peanuts_2245,['Yes'],['Absent'],['4'],['Text'],['Silliness']
peanuts_2253,['Yes'],['Absent'],['2'],['Text'],"['Silliness', 'Pun']"
peanuts_2263,['Yes'],['Absent'],['3'],['Both'],['Surprise']
peanuts_2268,['Yes'],['Absent'],['2'],['Visual'],"['Exaggeration', 'Surprise']"
peanuts_2272,['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Surprise']"
peanuts_2306,['Yes'],['Absent'],['3'],['Visual'],"['Exaggeration', 'Surprise']"
peanuts_2309,['Yes'],['Absent'],['1'],['Both'],['Surprise']
peanuts_2333,['Yes'],"['Present, contribute']",['2'],['Both'],['Surprise']
peanuts_2342,['Yes'],['Absent'],['3'],['Text'],['Surprise']
peanuts_2346,['Yes'],['Absent'],['2'],['Text'],['Exaggeration']
peanuts_2347,['Yes'],['Absent'],['4'],['Text'],['Personification']
peanuts_2349,['No'],['Absent'],['NA'],['NA'],['NA']
peanuts_2358,['Yes'],['Absent'],['4'],['Text'],['Surprise']
peanuts_2385,['Yes'],['Absent'],['1'],['Text'],['Surprise']
peanuts_2386,['Yes'],['Absent'],['3'],['Both'],['Surprise']
peanuts_2403,['Yes'],['Absent'],['1'],['Both'],['Silliness']
peanuts_2411,['Yes'],['Absent'],['3'],['Text'],"['Personification', 'Exaggeration']"
peanuts_2418,['Yes'],['Absent'],['5'],['Text'],"['Surprise', 'Exaggeration']"
peanuts_2419,['Yes'],"['Present, do not contribute']",['4'],['Both'],['Sarcasm']
peanuts_2432,['Yes'],['Absent'],['2'],['Text'],['Silliness']
peanuts_2434,['Yes'],['Absent'],['2'],['Both'],['Exaggeration']
peanuts_2439,['Yes'],['Absent'],['2'],['Visual'],['Silliness']
peanuts_2440,['Yes'],['Absent'],['1'],['Text'],['Personification']
peanuts_2447,['No'],['Absent'],['NA'],['NA'],['NA']
peanuts_2473,['Yes'],['Absent'],['2'],['Text'],"['Personification', 'Exaggeration']"
peanuts_2480,['Yes'],['Absent'],['3'],['Text'],['Surprise']
peanuts_2481,['Yes'],"['Present, contribute']",['5'],['Both'],"['Personification', 'Surprise']"
peanuts_2497,['Yes'],['Absent'],['1'],['Both'],['Silliness']
peanuts_2501,['Yes'],['Absent'],['1'],['Text'],"['Silliness', 'Pun']"
peanuts_2503,['Yes'],['Absent'],['3'],['Text'],['Surprise']
peanuts_2513,['Yes'],['Absent'],['1'],['Text'],['Exaggeration']
peanuts_2515,['Yes'],['Absent'],['2'],['Text'],['Sarcasm']
peanuts_2518,['Yes'],['Absent'],['3'],['Text'],['Silliness']
peanuts_2529,['Yes'],['Absent'],['2'],['Text'],"['Silliness', 'Surprise', 'Personification']"
peanuts_2532,['Yes'],"['Present, contribute']",['2'],['Both'],"['Personification', 'Surprise']"
peanuts_2537,['Yes'],"['Present, contribute']",['5'],['Text'],"['Exaggeration', 'Sarcasm']"
peanuts_2550,['No'],['Absent'],['NA'],['NA'],['NA']
peanuts_2568,['Yes'],['Absent'],['1'],['Text'],"['Silliness', 'Exaggeration']"
peanuts_2569,['Yes'],['Absent'],['3'],['Text'],['Sarcasm']
peanuts_2602,['Yes'],['Absent'],['1'],['Text'],"['Sarcasm', 'Silliness']"
peanuts_2627,['Yes'],['Absent'],['4'],['Text'],['Surprise']
peanuts_2640,['Yes'],['Absent'],['2'],['Text'],['Silliness']
peanuts_2665,['Yes'],['Absent'],['2'],['Text'],['Surprise']
peanuts_2667,['Yes'],['Absent'],['3'],['Text'],['Silliness']
peanuts_2670,['Yes'],['Absent'],['2'],['Visual'],['Surprise']
peanuts_2673,['Yes'],['Absent'],['4'],['Both'],['Silliness']
peanuts_2727,['Yes'],['Absent'],['3'],['Text'],['Personification']
peanuts_2729,['Yes'],['Absent'],['3'],['Text'],['Sarcasm']
peanuts_2732,['Yes'],"['Present, contribute']",['1'],['Both'],"['Silliness', 'Personification', 'Pun']"
peanuts_2754,['Yes'],"['Present, contribute']",['7'],['Both'],"['Surprise', 'Exaggeration']"
peanuts_2783,['Yes'],['Absent'],['1'],['Both'],['Exaggeration']
peanuts_2785,['Yes'],['Absent'],['2'],['Text'],['Sarcasm']
peanuts_2820,['Yes'],['Absent'],['4'],['Visual'],['Silliness']
peanuts_2821,['Yes'],"['Present, contribute']",['4'],['Visual'],['Silliness']
peanuts_2862,['Yes'],['Absent'],['4'],['Text'],['Surprise']
peanuts_2876,['Yes'],"['Present, contribute']",['1'],['Visual'],"['Personification', 'Silliness', 'Surprise']"
peanuts_2895,['Yes'],"['Present, contribute']",['2'],['Visual'],['Personification']
peanuts_2905,['Yes'],['Absent'],['2'],['Text'],"['Surprise', 'Exaggeration']"
peanuts_2915,['Yes'],"['Present, contribute']",['9'],['Both'],['Surprise']
peanuts_2966,['Yes'],['Absent'],['3'],['Text'],['Sarcasm']
peanuts_2979,['Yes'],['Absent'],['3'],['Text'],['Pun']
peanuts_2982,['Yes'],['Absent'],['4'],['Both'],['Silliness']
peanuts_2986,['Yes'],['Absent'],['4'],['Text'],['Surprise']
peanuts_3019,['Yes'],['Absent'],['4'],['Text'],['Silliness']
peanuts_3031,['Yes'],['Absent'],['3'],['Both'],['Surprise']
peanuts_3038,['Yes'],['Absent'],['4'],['Text'],"['Exaggeration', 'Surprise']"
peanuts_3047,['Yes'],['Absent'],['2'],['Text'],['Sarcasm']
peanuts_3048,['Yes'],"['Present, do not contribute']",['7'],['Text'],['Exaggeration']
peanuts_3061,['Yes'],['Absent'],['2'],['Text'],"['Comparison', 'Pun']"
peanuts_3089,['Yes'],['Absent'],['2'],['Both'],"['Surprise', 'Silliness']"
peanuts_3098,['Yes'],['Absent'],['3'],['Text'],['Surprise']
peanuts_3101,['Yes'],['Absent'],['3'],['Text'],['Surprise']
peanuts_3137,['Yes'],['Absent'],['1'],['Text'],['Surprise']
peanuts_3141,['Yes'],['Absent'],['2'],['Text'],['Exaggeration']
peanuts_3157,['Yes'],"['Present, contribute']",['1'],['Both'],"['Exaggeration', 'Surprise']"
peanuts_3158,['Yes'],['Absent'],['2'],['Text'],['Sarcasm']
peanuts_3168,['Yes'],['Absent'],['4'],['Text'],"['Silliness', 'Surprise']"
peanuts_3178,['Yes'],"['Present, do not contribute']",['4'],['Both'],['Silliness']
peanuts_3185,['Yes'],['Absent'],['3'],['Both'],"['Surprise', 'Exaggeration']"
peanuts_3219,['Yes'],"['Present, do not contribute']",['2'],['Text'],"['Personification', 'Exaggeration']"
peanuts_3230,['Yes'],['Absent'],['4'],['Text'],['Personification']
peanuts_3236,['Yes'],['Absent'],['2'],['Both'],['Silliness']
peanuts_3237,['Yes'],['Absent'],['7'],['Text'],['Exaggeration']
peanuts_3246,['Yes'],"['Present, contribute']",['2'],['Text'],['Surprise']
peanuts_3250,['Yes'],"['Present, contribute']",['1'],['Visual'],"['Exaggeration', 'Silliness']"
